VERSION: 1
Power Time: 697740
Place Time: 587
Wait Time: 2290
Run Time: 3282
Stop Time: 153
Idle Time: 1865
In Wait Time: 2290
Out Wait Time: 0
Trans Time: 405
Wrong Stop Time: 0
Error Stop Time: 0
Wrong Stop Count: 0
Error Stop Count: 4
Panel In Count: 0
Panel Out Count: 0
Panel Count: 66
PCB Count: 132
Error Pcb Count: 0
Skip PCB Count: 5
Operation Rate: 95.54
Placement Rate: 17.89
Mean Time/PCB: 8.89
Real Time/PCB: 5.18
Transfer Time/PCB: 6.09
Place Count: 13
[Head]
0,,254,0,254,0,0,0
0,,318,0,318,0,0,0
0,,316,0,316,0,0,0
0,,254,0,254,0,0,0
0,,254,0,254,0,0,0
0,,255,0,255,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0
0,,0,0,0,0,0,0

[Tape Feeder]
1F1,0,,0,0,0,0,0,0
1F2,0,,0,0,0,0,0,0
1F3,0,,0,0,0,0,0,0
1F4,0,,0,0,0,0,0,0
1F5,0,,0,0,0,0,0,0
1F6,0,,0,0,0,0,0,0
1F7,0,,0,0,0,0,0,0
1F8,0,,0,0,0,0,0,0
1F9,0,,0,0,0,0,0,0
1F10,0,,0,0,0,0,0,0
1F11,0,,0,0,0,0,0,0
1F12,0,,0,0,0,0,0,0
1F13,0,,0,0,0,0,0,0
1F14,0,,0,0,0,0,0,0
1F15,0,,0,0,0,0,0,0
1F16,0,,0,0,0,0,0,0
1F17,0,,0,0,0,0,0,0
1F18,0,,0,0,0,0,0,0
1F19,0,,0,0,0,0,0,0
1F20,0,,0,0,0,0,0,0
1F21,0,,0,0,0,0,0,0
1F22,0,,0,0,0,0,0,0
1F23,0,,0,0,0,0,0,0
1F24,0,,0,0,0,0,0,0
1F25,0,,0,0,0,0,0,0
1F26,0,,0,0,0,0,0,0
1F27,0,,0,0,0,0,0,0
1F28,0,,0,0,0,0,0,0
1F29,0,,0,0,0,0,0,0
1F30,0,,0,0,0,0,0,0
1F31,0,,0,0,0,0,0,0
1F32,16842784,CR0805-JW-151,127,0,127,0,0,0
1F33,0,,0,0,0,0,0,0
1F34,16842786,CR0805-JW-104,127,0,127,0,0,0
1F35,0,,0,0,0,0,0,0
1F36,16842788,CR0805-JW-201,127,0,127,0,0,0
1F37,0,,0,0,0,0,0,0
1F38,16842790,CR0805-JW-103,381,0,381,0,0,0
1F39,0,,0,0,0,0,0,0
1F40,16842792,IRLML2803,254,0,254,0,0,0
1F41,0,,0,0,0,0,0,0
1F42,16842794,CR0805-JW-102,254,0,254,0,0,0
1F43,0,,0,0,0,0,0,0
1F44,16842796,CR1206-JW-101,127,0,127,0,0,0
1F45,0,,0,0,0,0,0,0
1F46,16842798,CR0805-JW-362,127,0,127,0,0,0
1F47,0,,0,0,0,0,0,0
1F48,16842800,CR0805-JW-221,127,0,127,0,0,0
1F49,0,,0,0,0,0,0,0
1F50,0,,0,0,0,0,0,0
1F51,0,,0,0,0,0,0,0
1F52,0,,0,0,0,0,0,0
1F53,0,,0,0,0,0,0,0
1F54,0,,0,0,0,0,0,0
1F55,0,,0,0,0,0,0,0
1F56,0,,0,0,0,0,0,0
1F57,0,,0,0,0,0,0,0
1F58,0,,0,0,0,0,0,0
1F59,0,,0,0,0,0,0,0
1F60,0,,0,0,0,0,0,0
1F61,0,,0,0,0,0,0,0
1F62,0,,0,0,0,0,0,0
1F63,0,,0,0,0,0,0,0
1F64,0,,0,0,0,0,0,0
1F65,0,,0,0,0,0,0,0
1F66,0,,0,0,0,0,0,0
1F67,0,,0,0,0,0,0,0
1F68,0,,0,0,0,0,0,0
1F69,0,,0,0,0,0,0,0
1F70,0,,0,0,0,0,0,0
1F71,0,,0,0,0,0,0,0
1F72,0,,0,0,0,0,0,0
1F73,0,,0,0,0,0,0,0
1F74,0,,0,0,0,0,0,0
1F75,0,,0,0,0,0,0,0
1F76,0,,0,0,0,0,0,0
1F77,0,,0,0,0,0,0,0
1F78,0,,0,0,0,0,0,0
1F79,0,,0,0,0,0,0,0
1F80,0,,0,0,0,0,0,0
1F81,0,,0,0,0,0,0,0
1F82,0,,0,0,0,0,0,0
1F83,0,,0,0,0,0,0,0
1F84,0,,0,0,0,0,0,0
1F85,0,,0,0,0,0,0,0
1F86,0,,0,0,0,0,0,0
1F87,0,,0,0,0,0,0,0
1F88,0,,0,0,0,0,0,0
1F89,0,,0,0,0,0,0,0
1F90,0,,0,0,0,0,0,0
1F91,0,,0,0,0,0,0,0
1F92,0,,0,0,0,0,0,0
1F93,0,,0,0,0,0,0,0
1F94,0,,0,0,0,0,0,0
1F95,0,,0,0,0,0,0,0
1F96,0,,0,0,0,0,0,0
1F97,0,,0,0,0,0,0,0
1F98,0,,0,0,0,0,0,0
1F99,0,,0,0,0,0,0,0
1F100,0,,0,0,0,0,0,0
1F101,0,,0,0,0,0,0,0
1F102,0,,0,0,0,0,0,0
1F103,0,,0,0,0,0,0,0
1F104,0,,0,0,0,0,0,0
1F105,0,,0,0,0,0,0,0
1F106,0,,0,0,0,0,0,0
1F107,0,,0,0,0,0,0,0
1F108,0,,0,0,0,0,0,0
1F109,0,,0,0,0,0,0,0
1F110,0,,0,0,0,0,0,0
1F111,0,,0,0,0,0,0,0
1F112,0,,0,0,0,0,0,0
1F113,0,,0,0,0,0,0,0
1F114,0,,0,0,0,0,0,0
1F115,0,,0,0,0,0,0,0
1F116,0,,0,0,0,0,0,0
1F117,0,,0,0,0,0,0,0
1F118,0,,0,0,0,0,0,0
1F119,0,,0,0,0,0,0,0
1F120,0,,0,0,0,0,0,0
1F121,0,,0,0,0,0,0,0
1F122,0,,0,0,0,0,0,0
1F123,0,,0,0,0,0,0,0
1F124,0,,0,0,0,0,0,0
1F125,0,,0,0,0,0,0,0
1F126,0,,0,0,0,0,0,0
1F127,0,,0,0,0,0,0,0
1F128,0,,0,0,0,0,0,0
1R1,0,,0,0,0,0,0,0
1R2,0,,0,0,0,0,0,0
1R3,0,,0,0,0,0,0,0
1R4,0,,0,0,0,0,0,0
1R5,0,,0,0,0,0,0,0
1R6,0,,0,0,0,0,0,0
